,state,university,rights_type,activity,acres,gis_acres,trust_name,managing_agency,township,range,section,aliquot,data_source,geometry
465,MT,Montana State University,surface,,447.5,0.0,MSU Morrill,Department of Natural Resources,13S,1E,19,,,"POLYGON ((-111.64903805335626 44.69358257607575, -111.64924853522734 44.69358233381266, -111.65005402519921 44.69358210316222, -111.6501771403419 44.693582067092606, -111.65055579781023 44.69358195654537, -111.65063459266254 44.693581933129956, -111.65109850409068 44.693581795804405, -111.65126607961453 44.69358174596495, -111.65148431083533 44.693581679674786, -111.65172009106122 44.693581609204465, -111.65347421072383 44.69358106110493, -111.6541110293664 44.69358103650489, -111.65432003521767 44.693580792781525, -111.65471874534944 44.69358067038462, -111.65656715754155 44.69358008609646, -111.65752165291025 44.69357977339001, -111.65856262864698 44.693579615988064, -111.65860547836174 44.6903618014463, -111.65860845230819 44.68998723933726, -111.65861091123924 44.68995722943698, -111.65860926033191 44.68991992809806, -111.65862765098349 44.68854065986885, -111.65863078380403 44.688313124153595, -111.65865323494938 44.68677838763108, -111.65865383973888 44.686542866259536, -111.65865827749674 44.68633487111953, -111.65869440560338 44.68313061113605, -111.65869917218092 44.682712455903406, -111.65871968586497 44.68072706084189, -111.65872294360432 44.68043921374965, -111.65873557694198 44.67948283508493, -111.65654856542581 44.679483664533834, -111.6559514367108 44.67948388262082, -111.65407942463092 44.67948453466475, -111.65371820852206 44.67948466799668, -111.65366352356683 44.679484679034346, -111.65320300605173 44.67948488081291, -111.65251152919005 44.679485167947526, -111.65226943771475 44.67948526694296, -111.65157694031078 44.67948554840278, -111.65133597657959 44.679485644832575, -111.65062736646902 44.67948592652192, -111.65040274253556 44.67948601573556, -111.64969253288274 44.679486292129205, -111.6494691817243 44.679486377904325, -111.64900742726644 44.67948654490565, -111.64859149888558 44.67948655088974, -111.64799337083824 44.67948678665459, -111.64767955124503 44.67948690314414, -111.64688025960477 44.67948719801283, -111.64677262513403 44.67948723690568, -111.64594624604725 44.67948753457824, -111.64586493205427 44.67948756376961, -111.64402157123357 44.67948819424497, -111.64393534779931 44.679488195507474, -111.64325836025805 44.67948845813364, -111.64303814038962 44.67948853897948, -111.6401561002503 44.67948955660099, -111.63945417139554 44.67948978079152, -111.63945335617227 44.679097100815284, -111.63941394984796 44.67909712014123, -111.63886239543467 44.679097136396464, -111.63887013319113 44.6827182163382, -111.63886937350108 44.683164239384155, -111.63887787032466 44.686339326492075, -111.6439500940188 44.68633851019214, -111.64902231777053 44.68633749826503, -111.6490301985584 44.68996002407697, -111.64903805335626 44.69358257607575))"
466,MT,Montana State University,surface,,324.4,0.0,MSU Morrill,Department of Natural Resources,13S,1W,29,,,"POLYGON ((-111.75104158910517 44.679610262459754, -111.756110077029 44.67961674327035, -111.76117859186138 44.67962325236468, -111.7611770166403 44.67959782898454, -111.76127189460055 44.67599692996925, -111.76136519752153 44.67237063746854, -111.75628264990969 44.67233854055235, -111.75120007326633 44.67230621891699, -111.74600158591097 44.672272851852426, -111.74080311537294 44.67223925097751, -111.74084162430083 44.67588654891268, -111.74088016083402 44.679533819075964, -111.7459608838861 44.679572058625084, -111.75104158910517 44.679610262459754))"
467,MT,Montana State University,surface,,160.1,0.0,MSU Morrill,Department of Natural Resources,13S,1E,33,,,"POLYGON ((-111.59822843939403 44.66462071867957, -111.59903209361205 44.664620668914964, -111.60330675989825 44.66461906963353, -111.60545902445199 44.66461858571154, -111.60838507888955 44.66461742143796, -111.60837250400284 44.66270787074914, -111.60836499392106 44.660997171886905, -111.60835954386397 44.66037050862519, -111.60834942782573 44.65854595179197, -111.60834490978024 44.657376949026485, -111.60327592770496 44.657377790877916, -111.59820691821581 44.65737841080847, -111.59820976267672 44.65906525731064, -111.59821769262773 44.66099957858542, -111.59822843939403 44.66462071867957))"
468,MT,Montana State University,surface,,79.0,0.0,MSU Morrill,Department of Natural Resources,19N,7W,15,,,"POLYGON ((-112.47505167525517 47.397137575588424, -112.48033541615345 47.397132901379415, -112.48561918420496 47.39712822579389, -112.48559009116441 47.39420303088456, -112.48558830286649 47.394009227163856, -112.48558786549042 47.393979168979904, -112.48558333686458 47.39352380974108, -112.48554167188612 47.393524682450895, -112.4802968449058 47.3935262901697, -112.47501035404626 47.39352876963936, -112.47505167525517 47.397137575588424))"
469,MT,Montana State University,surface,,238.6,0.0,MSU Morrill,Department of Natural Resources,19N,7W,22,,,"MULTIPOLYGON (((-112.46964824621796 47.386285635854506, -112.47493543325871 47.386274267422095, -112.47489800092357 47.38264671149496, -112.48018552373716 47.382630342480596, -112.48547307260479 47.38261394642737, -112.48543633705057 47.37897700039927, -112.48014842562225 47.37899800766208, -112.47486054088903 47.37901901571547, -112.46957266045024 47.379040051258265, -112.46961045186758 47.38266282966326, -112.46964824621796 47.386285635854506)), ((-112.47501035404626 47.39352876963936, -112.4802968449058 47.3935262901697, -112.48554167188612 47.393524682450895, -112.48558333686458 47.39352380974108, -112.48558095649899 47.39349840501659, -112.4855465725551 47.38988736372019, -112.48025972045812 47.38989445436158, -112.4749728928182 47.38990157489009, -112.47501035404626 47.39352876963936)))"
470,MT,Montana State University,surface,,614.0,0.0,MSU Morrill,Department of Natural Resources,18N,4W,6,,,"POLYGON ((-112.1521534169403 47.35101268539112, -112.15747748068112 47.35109637819739, -112.16280154166283 47.35118007134831, -112.16812588299572 47.351227763825776, -112.17242529440992 47.35126065748896, -112.17242721330997 47.347629813793525, -112.17242913340723 47.34399896910939, -112.1724329933277 47.3403556531133, -112.17243685682487 47.33671233607126, -112.16811816826173 47.33665127823064, -112.16280447231179 47.33656605814153, -112.15749919122031 47.33642717075187, -112.15219391425092 47.33628828366119, -112.15219696253266 47.33997487695307, -112.15219998631696 47.343661471583424, -112.15217670209627 47.347314035457515, -112.1521534169403 47.35101268539112))"
471,MT,Montana State University,surface,,444.2,0.0,MSU Morrill,Department of Natural Resources,19N,4W,30,,,"POLYGON ((-112.1525721481021 47.379994535366755, -112.15789646993525 47.3800250357731, -112.1632207651211 47.380055536942066, -112.16854641855515 47.38007392651293, -112.17272461034553 47.38008632142865, -112.17268608194235 47.376484617154354, -112.17264758152227 47.37288294014495, -112.17260899564073 47.369275735087484, -112.17257043916847 47.36566855908042, -112.16839180705587 47.36564613624911, -112.168430334393 47.369251007884486, -112.16310065500177 47.36921922966559, -112.16314062694494 47.372824211787695, -112.16318068256795 47.37643986028132, -112.15785336064451 47.376408054902285, -112.15781027962674 47.372790961694506, -112.15776725512258 47.36917920267254, -112.15772422570132 47.36556730420218, -112.15238771691277 47.365520361055424, -112.1524338232816 47.369138897461184, -112.15247993212887 47.37275743382012, -112.15252604080658 47.37637597017888, -112.1525721481021 47.379994535366755))"
472,MT,Montana State University,surface,,640.7,0.0,MSU Morrill,Department of Natural Resources,19N,4W,32,,,"POLYGON ((-112.13085283521714 47.350760080118185, -112.13091349335267 47.35439136637047, -112.13097412805124 47.35802267754588, -112.13103478721074 47.3616539639092, -112.1310954203715 47.365285277025876, -112.13641848648554 47.365344056290716, -112.1417415816294 47.36540280459344, -112.14706464915236 47.36546158176516, -112.15238771691277 47.365520361055424, -112.15232913297885 47.36189343550138, -112.15227055319295 47.35826650900165, -112.15221199888815 47.35463961079636, -112.1521534169403 47.35101268539112, -112.14682827126427 47.35094951954578, -112.1415031253991 47.35088638260503, -112.13617798175378 47.35082321687994, -112.13085283521714 47.350760080118185))"
473,MT,Montana State University,surface,,632.0,0.0,MSU Morrill,Department of Natural Resources,19N,5W,26,,,"POLYGON ((-112.19374036368848 47.36577258550033, -112.19373900883913 47.3694025969369, -112.19373765138164 47.37303263530548, -112.19373629396988 47.376662648299316, -112.19373493650956 47.38029266021992, -112.1990266166605 47.38028827143986, -112.20431829634573 47.38028388296577, -112.20960994905889 47.380279494520806, -112.21490162916342 47.38027510572936, -112.21481053128507 47.37663834371124, -112.21471943408116 47.37300158081475, -112.2146283363653 47.3693648197841, -112.21453723918603 47.365728055206056, -112.2093380405182 47.36573919509758, -112.20413881584014 47.36575033520898, -112.19893959146978 47.36576144610316, -112.19374036368848 47.36577258550033))"
474,MT,Montana State University,surface,,40.6,0.0,MSU Morrill,Department of Natural Resources,30N,3W,3,,,"POLYGON ((-111.98548008642548 48.39418781991988, -111.99089393549937 48.394208926722534, -111.99090826358714 48.390586121337975, -111.99091011494517 48.39056009263057, -111.9854924401238 48.390551766824274, -111.98549066759863 48.39057777662204, -111.98548008642548 48.39418781991988))"
475,MT,Montana State University,surface,,79.5,0.0,MSU Morrill,Department of Natural Resources,25N,2W,20,,,"POLYGON ((-111.87640492454214 47.90066300736218, -111.88181998642334 47.900681765234616, -111.88723507941503 47.900701906522336, -111.88735664362362 47.89711290678287, -111.88196618822161 47.897097722843476, -111.87657590091946 47.89708425395738, -111.87640492454214 47.90066300736218))"
476,MT,Montana State University,surface,,45.3,0.0,MSU Morrill,Department of Natural Resources,25N,2W,19,,,"POLYGON ((-111.91417946933599 47.90085768111316, -111.92029785488472 47.900888429828925, -111.92032710895154 47.897262227399764, -111.91426118277538 47.89724325483383, -111.91417946933599 47.90085768111316))"
477,MT,Montana State University,surface,,628.2,0.0,MSU Morrill,Department of Natural Resources,11S,10W,1,,,"POLYGON ((-112.76279927828283 44.91328607369449, -112.76464595177801 44.91328624018151, -112.76788291971883 44.913287229819396, -112.76972389746912 44.913287784589, -112.77296656004758 44.91328877563784, -112.77480181622852 44.91328891306067, -112.77479265618587 44.909930505982, -112.77478218908031 44.90634048324589, -112.77476105496139 44.90277926980426, -112.7747391113439 44.89932206270371, -112.77473988975493 44.899218026181956, -112.76966261221338 44.89913800536588, -112.7645853627395 44.89905795826595, -112.75950811401668 44.898977937926254, -112.75446666445211 44.89889848326148, -112.75443086544342 44.898897891229176, -112.75442684867096 44.8994752033305, -112.75440246696485 44.9025226351497, -112.75439786887986 44.90309814350106, -112.7543734879275 44.90614738044217, -112.75438352800433 44.90672108297454, -112.75443450812759 44.909713154428445, -112.75444521746036 44.910342357672455, -112.75449555697426 44.91327890017559, -112.75453137531991 44.91327894974609, -112.75767216278895 44.913281807115645, -112.75957075335572 44.91328338903571, -112.76279927828283 44.91328607369449))"
478,MT,Montana State University,surface,,592.0,0.0,MSU Morrill,Department of Natural Resources,11S,10W,2,,,"POLYGON ((-112.78313575852538 44.9132767252755, -112.78490887330469 44.91327616696662, -112.78822162220405 44.913271130483906, -112.78901678699398 44.9132691652528, -112.78996381995839 44.9132684885419, -112.79330748623563 44.913263398039, -112.7950187375593 44.91327825511857, -112.79501753003889 44.91323495638665, -112.79499828564504 44.91063160970218, -112.79497493620151 44.90760645831667, -112.79500226935907 44.903973718390155, -112.79502959973505 44.90034097629884, -112.78995717953471 44.90006023113486, -112.78952539564114 44.90003639125942, -112.784884757606 44.89977951528623, -112.7798123115015 44.89949877087902, -112.77477558438068 44.899220060163884, -112.77473988975493 44.899218026181956, -112.7747391113439 44.89932206270371, -112.77476105496139 44.90277926980426, -112.77478218908031 44.90634048324589, -112.77479265618587 44.909930505982, -112.77480181622852 44.91328891306067, -112.77483763447121 44.91328886777917, -112.77805114621822 44.913284152818854, -112.77985534499817 44.91328151076674, -112.78313575852538 44.9132767252755))"
479,MT,Montana State University,surface,,361.0,0.0,MSU Morrill,Department of Natural Resources,11S,10W,3,,,"POLYGON ((-112.80345979728999 44.91335204398886, -112.80349561288689 44.913352307386575, -112.80537741679287 44.913365849280126, -112.8085735501534 44.9133882280306, -112.81055745060385 44.91340211769371, -112.81055659950725 44.91336166747059, -112.81054435387844 44.91060333180331, -112.81052857815273 44.907237011166636, -112.80535976968706 44.907360022258345, -112.80534935334042 44.90380431026179, -112.80533890501023 44.9002485977802, -112.80018426641236 44.900294773108556, -112.7950654057725 44.90034064537718, -112.79502959973505 44.90034097629884, -112.79500226935907 44.903973718390155, -112.79497493620151 44.90760645831667, -112.79499828564504 44.91063160970218, -112.79501753003889 44.91323495638665, -112.7950187375593 44.91327825511857, -112.7983836286701 44.91330766389901, -112.80019807653852 44.91332352422253, -112.80345979728999 44.91335204398886))"
480,MT,Montana State University,surface,,595.9,0.0,MSU Morrill,Department of Natural Resources,11S,10W,11,,,"POLYGON ((-112.77473988975493 44.899218026181956, -112.77477558438068 44.899220060163884, -112.7798123115015 44.89949877087902, -112.784884757606 44.89977951528623, -112.78952539564114 44.90003639125942, -112.78995717953471 44.90006023113486, -112.78995290036279 44.896445156664804, -112.79000749098266 44.89644798828851, -112.79502298700491 44.89670506787747, -112.79502221498737 44.89665488946278, -112.79501634727413 44.89306918701226, -112.79504484382664 44.88939475233945, -112.79507336907105 44.8857203156497, -112.78997525970013 44.885540347206735, -112.78487715074667 44.885360406819295, -112.77977906929866 44.885180438742324, -112.77973946896667 44.885179069640856, -112.77473681345445 44.88500250020839, -112.77468096161097 44.885000498609685, -112.77469570650383 44.8885548799486, -112.77471042513805 44.892109262491864, -112.77472514401664 44.89566364453763, -112.77473988975493 44.899218026181956))"
481,MT,Montana State University,surface,,629.7,0.0,MSU Morrill,Department of Natural Resources,11S,10W,12,,,"POLYGON ((-112.75443086544342 44.898897891229176, -112.75446666445211 44.89889848326148, -112.75950811401668 44.898977937926254, -112.7645853627395 44.89905795826595, -112.76966261221338 44.89913800536588, -112.77473988975493 44.899218026181956, -112.77472514401664 44.89566364453763, -112.77471042513805 44.892109262491864, -112.77469570650383 44.8885548799486, -112.77468096161097 44.885000498609685, -112.76959307392558 44.884893087970994, -112.76450521923088 44.88478564821444, -112.75941733502073 44.88467823702827, -112.75436523022441 44.884571579185454, -112.75432944835596 44.88457079777128, -112.7543313479718 44.88499424814229, -112.75434596963588 44.88815034918295, -112.75434811763296 44.88861452280145, -112.75436254457843 44.89172989952225, -112.75436730753397 44.89223479502968, -112.75439667696217 44.89531389457362, -112.75440182814525 44.89585498681663, -112.75443086544342 44.898897891229176))"
482,MT,Montana State University,surface,,481.1,0.0,MSU Morrill,Department of Natural Resources,11S,10W,25,,,"POLYGON ((-112.75431023962621 44.85609639608051, -112.75938961353519 44.85611836541644, -112.76446898786087 44.85614036352985, -112.76954836083743 44.85616235985524, -112.7746277073663 44.856184357842224, -112.77462699877539 44.85615095366682, -112.77464132095587 44.85254939205649, -112.76955967126496 44.85253308799422, -112.76957098099258 44.84890370609484, -112.76958231780415 44.845273350614434, -112.76738532914086 44.84527061195175, -112.76449605866446 44.845266990083985, -112.76450509196356 44.841641274452684, -112.76068068597561 44.8416400433603, -112.75941655759452 44.84163963489728, -112.75432802130018 44.84163802497242, -112.75428145714352 44.84525393619913, -112.75423489199547 44.84886987501015, -112.75427257979878 44.85248312120748, -112.75431023962621 44.85609639608051))"
