,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,activity,county,meridian,township,range,section,geometry
250,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,240.0,239.84,subsurface+surface,Oil & Gas,Las Animas,6th Meridian,31S,65W,35.0,"POLYGON ((532214.4682 4128008.7946000006, 532215.0411999999 4127614.969799999, 531774.9138000002 4127624.0606999993, 531379.3536999999 4127618.3133000005, 530983.6184 4127612.6089999992, 530990.9160000002 4128016.374399999, 530998.2127 4128420.1400000006, 531395.4742 4128414.4246999994, 531792.8874000004 4128408.6669999994, 532213.8948999997 4128402.6067999993, 532214.4682 4128008.7946000006))"
251,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,240.0,239.84,subsurface+surface,Other Minerals,Las Animas,6th Meridian,31S,65W,35.0,"POLYGON ((532214.4682 4128008.7946000006, 532215.0411999999 4127614.969799999, 531774.9138000002 4127624.0606999993, 531379.3536999999 4127618.3133000005, 530983.6184 4127612.6089999992, 530990.9160000002 4128016.374399999, 530998.2127 4128420.1400000006, 531395.4742 4128414.4246999994, 531792.8874000004 4128408.6669999994, 532213.8948999997 4128402.6067999993, 532214.4682 4128008.7946000006))"
252,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,320.57,subsurface+surface,Other Minerals,Fremont,6th Meridian,18S,68W,29.0,"POLYGON ((497495.00879999995 4256188.8115, 497089.4354999997 4256183.868799999, 497091.57600000035 4256580.482899999, 497093.7161999997 4256976.674000001, 497498.2522999998 4256985.4268, 497902.9539000001 4256993.7765999995, 498307.4883000003 4257002.1467, 498712.1571000004 4257010.532500001, 498712.08939999994 4256607.165999999, 498712.0588999996 4256203.762700001, 498306.48709999956 4256198.758400001, 497900.74820000026 4256193.774599999, 497495.00879999995 4256188.8115))"
253,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,320.57,subsurface+surface,Coal,Fremont,6th Meridian,18S,68W,29.0,"POLYGON ((497495.00879999995 4256188.8115, 497089.4354999997 4256183.868799999, 497091.57600000035 4256580.482899999, 497093.7161999997 4256976.674000001, 497498.2522999998 4256985.4268, 497902.9539000001 4256993.7765999995, 498307.4883000003 4257002.1467, 498712.1571000004 4257010.532500001, 498712.08939999994 4256607.165999999, 498712.0588999996 4256203.762700001, 498306.48709999956 4256198.758400001, 497900.74820000026 4256193.774599999, 497495.00879999995 4256188.8115))"
254,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,320.57,subsurface+surface,Oil & Gas,Fremont,6th Meridian,18S,68W,29.0,"POLYGON ((497495.00879999995 4256188.8115, 497089.4354999997 4256183.868799999, 497091.57600000035 4256580.482899999, 497093.7161999997 4256976.674000001, 497498.2522999998 4256985.4268, 497902.9539000001 4256993.7765999995, 498307.4883000003 4257002.1467, 498712.1571000004 4257010.532500001, 498712.08939999994 4256607.165999999, 498712.0588999996 4256203.762700001, 498306.48709999956 4256198.758400001, 497900.74820000026 4256193.774599999, 497495.00879999995 4256188.8115))"
255,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,120.0,119.91,subsurface,Coal,Larimer,6th Meridian,7N,69W,18.0,"POLYGON ((487029.5262000002 4491055.994000001, 486632.76219999976 4491047.999600001, 486631.3706 4491450.202099999, 486638.72310000006 4491850.943, 486646.0669 4492251.267999999, 486999.4615000002 4492255.1295, 487057.9221000001 4492255.8018, 487044.9003999997 4491857.6077, 487031.8797000004 4491459.417099999, 487029.5262000002 4491055.994000001))"
256,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,120.0,119.91,subsurface,Other Minerals,Larimer,6th Meridian,7N,69W,18.0,"POLYGON ((487029.5262000002 4491055.994000001, 486632.76219999976 4491047.999600001, 486631.3706 4491450.202099999, 486638.72310000006 4491850.943, 486646.0669 4492251.267999999, 486999.4615000002 4492255.1295, 487057.9221000001 4492255.8018, 487044.9003999997 4491857.6077, 487031.8797000004 4491459.417099999, 487029.5262000002 4491055.994000001))"
257,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,120.0,119.91,subsurface,Oil & Gas,Larimer,6th Meridian,7N,69W,18.0,"POLYGON ((487029.5262000002 4491055.994000001, 486632.76219999976 4491047.999600001, 486631.3706 4491450.202099999, 486638.72310000006 4491850.943, 486646.0669 4492251.267999999, 486999.4615000002 4492255.1295, 487057.9221000001 4492255.8018, 487044.9003999997 4491857.6077, 487031.8797000004 4491459.417099999, 487029.5262000002 4491055.994000001))"
258,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,79.19,subsurface,Oil & Gas,Fremont,6th Meridian,18S,68W,18.0,"POLYGON ((497057.8797000004 4260237.945, 497061.36670000013 4259835.595899999, 496663.15770000033 4259839.874399999, 496264.9491999997 4259844.1504, 496260.8331000004 4260245.7513, 496659.3559999997 4260241.838300001, 497057.8797000004 4260237.945))"
259,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,79.19,subsurface,Other Minerals,Fremont,6th Meridian,18S,68W,18.0,"POLYGON ((497057.8797000004 4260237.945, 497061.36670000013 4259835.595899999, 496663.15770000033 4259839.874399999, 496264.9491999997 4259844.1504, 496260.8331000004 4260245.7513, 496659.3559999997 4260241.838300001, 497057.8797000004 4260237.945))"
260,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,79.19,subsurface,Coal,Fremont,6th Meridian,18S,68W,18.0,"POLYGON ((497057.8797000004 4260237.945, 497061.36670000013 4259835.595899999, 496663.15770000033 4259839.874399999, 496264.9491999997 4259844.1504, 496260.8331000004 4260245.7513, 496659.3559999997 4260241.838300001, 497057.8797000004 4260237.945))"
261,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,318.33,325.19,subsurface,Other Minerals,Montezuma,New Mexico Meridian,37N,16W,7.0,"POLYGON ((177564.10429999977 4154665.5299999993, 177552.22900000028 4154267.7869000006, 177147.66720000003 4154271.610200001, 176743.25600000005 4154275.0231999997, 176331.39070000034 4154291.0439, 175928.46750000026 4154306.7367000002, 175938.6381000001 4154658.7514999993, 175940.21129999962 4154712.124399999, 175950.63850000035 4155062.0087, 175952.32380000036 4155122.5867, 176352.5245000003 4155107.4209000003, 176760.8225999996 4155091.9595999997, 177168.32610000018 4155077.8213, 177575.81230000034 4155063.2798999995, 177564.10429999977 4154665.5299999993))"
262,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,318.33,325.19,subsurface,Coal,Montezuma,New Mexico Meridian,37N,16W,7.0,"POLYGON ((177564.10429999977 4154665.5299999993, 177552.22900000028 4154267.7869000006, 177147.66720000003 4154271.610200001, 176743.25600000005 4154275.0231999997, 176331.39070000034 4154291.0439, 175928.46750000026 4154306.7367000002, 175938.6381000001 4154658.7514999993, 175940.21129999962 4154712.124399999, 175950.63850000035 4155062.0087, 175952.32380000036 4155122.5867, 176352.5245000003 4155107.4209000003, 176760.8225999996 4155091.9595999997, 177168.32610000018 4155077.8213, 177575.81230000034 4155063.2798999995, 177564.10429999977 4154665.5299999993))"
263,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,318.33,325.19,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,37N,16W,7.0,"POLYGON ((177564.10429999977 4154665.5299999993, 177552.22900000028 4154267.7869000006, 177147.66720000003 4154271.610200001, 176743.25600000005 4154275.0231999997, 176331.39070000034 4154291.0439, 175928.46750000026 4154306.7367000002, 175938.6381000001 4154658.7514999993, 175940.21129999962 4154712.124399999, 175950.63850000035 4155062.0087, 175952.32380000036 4155122.5867, 176352.5245000003 4155107.4209000003, 176760.8225999996 4155091.9595999997, 177168.32610000018 4155077.8213, 177575.81230000034 4155063.2798999995, 177564.10429999977 4154665.5299999993))"
264,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,160.94,subsurface,Coal,Fremont,6th Meridian,18S,69W,25.0,"POLYGON ((494270.90579999983 4256190.4627, 493867.99399999995 4256186.9504, 493868.30179999955 4256590.3378, 493868.60929999966 4256993.725500001, 494271.4885 4256998.032400001, 494674.48709999956 4257002.329299999, 494674.08469999954 4256597.8059, 494673.6506000003 4256193.5721, 494270.90579999983 4256190.4627))"
265,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,160.94,subsurface,Oil & Gas,Fremont,6th Meridian,18S,69W,25.0,"POLYGON ((494270.90579999983 4256190.4627, 493867.99399999995 4256186.9504, 493868.30179999955 4256590.3378, 493868.60929999966 4256993.725500001, 494271.4885 4256998.032400001, 494674.48709999956 4257002.329299999, 494674.08469999954 4256597.8059, 494673.6506000003 4256193.5721, 494270.90579999983 4256190.4627))"
266,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,160.94,subsurface,Other Minerals,Fremont,6th Meridian,18S,69W,25.0,"POLYGON ((494270.90579999983 4256190.4627, 493867.99399999995 4256186.9504, 493868.30179999955 4256590.3378, 493868.60929999966 4256993.725500001, 494271.4885 4256998.032400001, 494674.48709999956 4257002.329299999, 494674.08469999954 4256597.8059, 494673.6506000003 4256193.5721, 494270.90579999983 4256190.4627))"
267,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,280.0,280.53,subsurface+surface,Other Minerals,Crowley,6th Meridian,20S,56W,28.0,"POLYGON ((615299.7204999998 4238733.9968, 615307.8744999999 4238333.3839, 615712.1617 4238345.1742, 615720.3609999996 4237944.7086, 616124.6336000003 4237956.73, 616132.8437999999 4237557.019400001, 615728.5674999999 4237544.398, 615324.1474000001 4237531.819399999, 614919.835 4237519.2906, 614911.7977 4237920.541099999, 614903.5941000003 4238321.759299999, 614895.4741000002 4238722.947899999, 614887.3503999999 4239124.2097, 615291.5914000003 4239134.693700001, 615299.7204999998 4238733.9968))"
268,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,280.0,280.53,subsurface+surface,Coal,Crowley,6th Meridian,20S,56W,28.0,"POLYGON ((615299.7204999998 4238733.9968, 615307.8744999999 4238333.3839, 615712.1617 4238345.1742, 615720.3609999996 4237944.7086, 616124.6336000003 4237956.73, 616132.8437999999 4237557.019400001, 615728.5674999999 4237544.398, 615324.1474000001 4237531.819399999, 614919.835 4237519.2906, 614911.7977 4237920.541099999, 614903.5941000003 4238321.759299999, 614895.4741000002 4238722.947899999, 614887.3503999999 4239124.2097, 615291.5914000003 4239134.693700001, 615299.7204999998 4238733.9968))"
269,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,280.0,280.53,subsurface+surface,Oil & Gas,Crowley,6th Meridian,20S,56W,28.0,"POLYGON ((615299.7204999998 4238733.9968, 615307.8744999999 4238333.3839, 615712.1617 4238345.1742, 615720.3609999996 4237944.7086, 616124.6336000003 4237956.73, 616132.8437999999 4237557.019400001, 615728.5674999999 4237544.398, 615324.1474000001 4237531.819399999, 614919.835 4237519.2906, 614911.7977 4237920.541099999, 614903.5941000003 4238321.759299999, 614895.4741000002 4238722.947899999, 614887.3503999999 4239124.2097, 615291.5914000003 4239134.693700001, 615299.7204999998 4238733.9968))"
270,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,324.54,subsurface,Other Minerals,Pueblo,6th Meridian,19S,66W,29.0,"POLYGON ((518200.3490000004 4246170.0703, 518201.25739999954 4245767.535599999, 517795.8208999997 4245768.747199999, 517390.3837000001 4245770.4025, 516984.78110000025 4245771.6546, 516579.3443 4245773.3506000005, 516577.1769000003 4246179.2689, 516575.17700000014 4246584.764599999, 516981.2421000004 4246581.799900001, 517387.3075000001 4246578.855699999, 517793.37349999975 4246575.9321, 518199.27300000004 4246573.0284, 518200.3490000004 4246170.0703))"
271,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,324.54,subsurface,Oil & Gas,Pueblo,6th Meridian,19S,66W,29.0,"POLYGON ((518200.3490000004 4246170.0703, 518201.25739999954 4245767.535599999, 517795.8208999997 4245768.747199999, 517390.3837000001 4245770.4025, 516984.78110000025 4245771.6546, 516579.3443 4245773.3506000005, 516577.1769000003 4246179.2689, 516575.17700000014 4246584.764599999, 516981.2421000004 4246581.799900001, 517387.3075000001 4246578.855699999, 517793.37349999975 4246575.9321, 518199.27300000004 4246573.0284, 518200.3490000004 4246170.0703))"
272,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,324.54,subsurface,Coal,Pueblo,6th Meridian,19S,66W,29.0,"POLYGON ((518200.3490000004 4246170.0703, 518201.25739999954 4245767.535599999, 517795.8208999997 4245768.747199999, 517390.3837000001 4245770.4025, 516984.78110000025 4245771.6546, 516579.3443 4245773.3506000005, 516577.1769000003 4246179.2689, 516575.17700000014 4246584.764599999, 516981.2421000004 4246581.799900001, 517387.3075000001 4246578.855699999, 517793.37349999975 4246575.9321, 518199.27300000004 4246573.0284, 518200.3490000004 4246170.0703))"
273,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,321.02,324.58,subsurface,Other Minerals,Montezuma,New Mexico Meridian,37N,16W,19.0,"POLYGON ((176607.82569999993 4150633.240700001, 176592.39049999975 4150227.1537999995, 176189.1188000003 4150243.2508000005, 175784.66500000004 4150259.4135999996, 175798.21140000038 4150633.346999999, 175799.27919999976 4150665.1114000008, 175812.71129999962 4151036.0807000007, 175813.91139999963 4151071.2325, 175828.3945000004 4151438.7686, 175829.87880000006 4151476.8779000007, 175844.24739999976 4151841.450099999, 175845.84729999956 4151882.5233999994, 176252.14470000006 4151867.979800001, 176654.3739 4151853.190199999, 176638.9018000001 4151446.2558999993, 176623.27880000044 4151039.7514999993, 176607.82569999993 4150633.240700001))"
274,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,321.02,324.58,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,37N,16W,19.0,"POLYGON ((176607.82569999993 4150633.240700001, 176592.39049999975 4150227.1537999995, 176189.1188000003 4150243.2508000005, 175784.66500000004 4150259.4135999996, 175798.21140000038 4150633.346999999, 175799.27919999976 4150665.1114000008, 175812.71129999962 4151036.0807000007, 175813.91139999963 4151071.2325, 175828.3945000004 4151438.7686, 175829.87880000006 4151476.8779000007, 175844.24739999976 4151841.450099999, 175845.84729999956 4151882.5233999994, 176252.14470000006 4151867.979800001, 176654.3739 4151853.190199999, 176638.9018000001 4151446.2558999993, 176623.27880000044 4151039.7514999993, 176607.82569999993 4150633.240700001))"
275,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,321.02,324.58,subsurface,Coal,Montezuma,New Mexico Meridian,37N,16W,19.0,"POLYGON ((176607.82569999993 4150633.240700001, 176592.39049999975 4150227.1537999995, 176189.1188000003 4150243.2508000005, 175784.66500000004 4150259.4135999996, 175798.21140000038 4150633.346999999, 175799.27919999976 4150665.1114000008, 175812.71129999962 4151036.0807000007, 175813.91139999963 4151071.2325, 175828.3945000004 4151438.7686, 175829.87880000006 4151476.8779000007, 175844.24739999976 4151841.450099999, 175845.84729999956 4151882.5233999994, 176252.14470000006 4151867.979800001, 176654.3739 4151853.190199999, 176638.9018000001 4151446.2558999993, 176623.27880000044 4151039.7514999993, 176607.82569999993 4150633.240700001))"
276,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,316.41,subsurface,Other Minerals,Montezuma,New Mexico Meridian,35N,16W,29.0,"POLYGON ((178291.4846999999 4130432.9737, 178283.2614000002 4130024.5076, 177882.16119999997 4130042.8815, 177481.21360000037 4130060.844900001, 177092.4759999998 4130083.445800001, 176703.7385999998 4130106.0648, 176705.8613 4130503.747199999, 176708.15579999983 4130901.4234999996, 177109.8563000001 4130886.3583000004, 177511.37079999968 4130870.8957, 177905.45610000007 4130856.161699999, 178299.5407999996 4130841.4464999996, 178291.4846999999 4130432.9737))"
277,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,316.41,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,35N,16W,29.0,"POLYGON ((178291.4846999999 4130432.9737, 178283.2614000002 4130024.5076, 177882.16119999997 4130042.8815, 177481.21360000037 4130060.844900001, 177092.4759999998 4130083.445800001, 176703.7385999998 4130106.0648, 176705.8613 4130503.747199999, 176708.15579999983 4130901.4234999996, 177109.8563000001 4130886.3583000004, 177511.37079999968 4130870.8957, 177905.45610000007 4130856.161699999, 178299.5407999996 4130841.4464999996, 178291.4846999999 4130432.9737))"
278,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,316.41,subsurface,Coal,Montezuma,New Mexico Meridian,35N,16W,29.0,"POLYGON ((178291.4846999999 4130432.9737, 178283.2614000002 4130024.5076, 177882.16119999997 4130042.8815, 177481.21360000037 4130060.844900001, 177092.4759999998 4130083.445800001, 176703.7385999998 4130106.0648, 176705.8613 4130503.747199999, 176708.15579999983 4130901.4234999996, 177109.8563000001 4130886.3583000004, 177511.37079999968 4130870.8957, 177905.45610000007 4130856.161699999, 178299.5407999996 4130841.4464999996, 178291.4846999999 4130432.9737))"
279,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,301.74,subsurface,Other Minerals,Montezuma,New Mexico Meridian,38N,16W,33.0,"POLYGON ((180757.98890000023 4157024.2872, 180734.78160000034 4156636.3199000005, 180330.5530000003 4156650.6098999996, 179926.35859999992 4156664.9187000003, 179522.15979999956 4156679.42, 179117.97279999964 4156693.8260999992, 179147.20179999992 4157063.7776999995, 179161.83990000002 4157248.4882999994, 179176.49770000018 4157433.3663, 179572.07749999966 4157428.6996999998, 179967.47059999965 4157423.6349, 180374.31489999965 4157417.7240999993, 180781.32650000043 4157411.8269999996, 180757.98890000023 4157024.2872))"
280,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,301.74,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,38N,16W,33.0,"POLYGON ((180757.98890000023 4157024.2872, 180734.78160000034 4156636.3199000005, 180330.5530000003 4156650.6098999996, 179926.35859999992 4156664.9187000003, 179522.15979999956 4156679.42, 179117.97279999964 4156693.8260999992, 179147.20179999992 4157063.7776999995, 179161.83990000002 4157248.4882999994, 179176.49770000018 4157433.3663, 179572.07749999966 4157428.6996999998, 179967.47059999965 4157423.6349, 180374.31489999965 4157417.7240999993, 180781.32650000043 4157411.8269999996, 180757.98890000023 4157024.2872))"
281,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,301.74,subsurface,Coal,Montezuma,New Mexico Meridian,38N,16W,33.0,"POLYGON ((180757.98890000023 4157024.2872, 180734.78160000034 4156636.3199000005, 180330.5530000003 4156650.6098999996, 179926.35859999992 4156664.9187000003, 179522.15979999956 4156679.42, 179117.97279999964 4156693.8260999992, 179147.20179999992 4157063.7776999995, 179161.83990000002 4157248.4882999994, 179176.49770000018 4157433.3663, 179572.07749999966 4157428.6996999998, 179967.47059999965 4157423.6349, 180374.31489999965 4157417.7240999993, 180781.32650000043 4157411.8269999996, 180757.98890000023 4157024.2872))"
282,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,1.19,0.38,subsurface,Other Minerals,Moffat,6th Meridian,4N,93W,9.0,"POLYGON ((260407.26910000015 4467953.775599999, 260405.12980000023 4467886.8791000005, 260403.70370000042 4467953.8892, 260399.98869999964 4468127.396199999, 260412.9534 4468126.982799999, 260407.26910000015 4467953.775599999))"
283,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,1.19,0.38,subsurface,Coal,Moffat,6th Meridian,4N,93W,9.0,"POLYGON ((260407.26910000015 4467953.775599999, 260405.12980000023 4467886.8791000005, 260403.70370000042 4467953.8892, 260399.98869999964 4468127.396199999, 260412.9534 4468126.982799999, 260407.26910000015 4467953.775599999))"
284,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,1.19,0.38,subsurface,Oil & Gas,Moffat,6th Meridian,4N,93W,9.0,"POLYGON ((260407.26910000015 4467953.775599999, 260405.12980000023 4467886.8791000005, 260403.70370000042 4467953.8892, 260399.98869999964 4468127.396199999, 260412.9534 4468126.982799999, 260407.26910000015 4467953.775599999))"
285,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,240.17,243.37,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,37N,16W,30.0,"POLYGON ((176545.2416000003 4149005.294399999, 176529.48089999985 4148596.105799999, 176127.27720000036 4148610.6849000007, 176142.65330000035 4149021.1219999995, 176158.04030000046 4149431.5330999997, 175754.45309999958 4149448.7671000008, 175768.52359999996 4149827.4828999992, 175769.56230000034 4149854.1592999995, 175783.5438000001 4150230.619999999, 175784.66500000004 4150259.4135999996, 176189.1188000003 4150243.2508000005, 176592.39049999975 4150227.1537999995, 176576.7128999997 4149820.674799999, 176561.0033999998 4149414.5086000003, 176545.2416000003 4149005.294399999))"
286,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,240.17,243.37,subsurface,Coal,Montezuma,New Mexico Meridian,37N,16W,30.0,"POLYGON ((176545.2416000003 4149005.294399999, 176529.48089999985 4148596.105799999, 176127.27720000036 4148610.6849000007, 176142.65330000035 4149021.1219999995, 176158.04030000046 4149431.5330999997, 175754.45309999958 4149448.7671000008, 175768.52359999996 4149827.4828999992, 175769.56230000034 4149854.1592999995, 175783.5438000001 4150230.619999999, 175784.66500000004 4150259.4135999996, 176189.1188000003 4150243.2508000005, 176592.39049999975 4150227.1537999995, 176576.7128999997 4149820.674799999, 176561.0033999998 4149414.5086000003, 176545.2416000003 4149005.294399999))"
287,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,240.17,243.37,subsurface,Other Minerals,Montezuma,New Mexico Meridian,37N,16W,30.0,"POLYGON ((176545.2416000003 4149005.294399999, 176529.48089999985 4148596.105799999, 176127.27720000036 4148610.6849000007, 176142.65330000035 4149021.1219999995, 176158.04030000046 4149431.5330999997, 175754.45309999958 4149448.7671000008, 175768.52359999996 4149827.4828999992, 175769.56230000034 4149854.1592999995, 175783.5438000001 4150230.619999999, 175784.66500000004 4150259.4135999996, 176189.1188000003 4150243.2508000005, 176592.39049999975 4150227.1537999995, 176576.7128999997 4149820.674799999, 176561.0033999998 4149414.5086000003, 176545.2416000003 4149005.294399999))"
288,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,643.89,subsurface,Other Minerals,Pueblo,6th Meridian,19S,66W,34.0,"POLYGON ((520189.7856999999 4245760.839400001, 520599.3875000002 4245760.6052, 521009.1551999999 4245760.8155000005, 521418.9238999998 4245760.623400001, 521422.81900000013 4245360.6357, 521426.71439999994 4244960.6481, 521430.7767000003 4244560.6614, 521434.67229999974 4244160.6746, 521031.32469999976 4244160.036599999, 520627.8093999997 4244159.841700001, 520224.4617999997 4244159.243899999, 519821.1135 4244159.0898, 519810.79679999966 4244559.4845, 519800.4809999997 4244959.8795, 519790.3326000003 4245360.2751, 519780.01740000024 4245761.093900001, 520189.7856999999 4245760.839400001))"
289,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,643.89,subsurface,Oil & Gas,Pueblo,6th Meridian,19S,66W,34.0,"POLYGON ((520189.7856999999 4245760.839400001, 520599.3875000002 4245760.6052, 521009.1551999999 4245760.8155000005, 521418.9238999998 4245760.623400001, 521422.81900000013 4245360.6357, 521426.71439999994 4244960.6481, 521430.7767000003 4244560.6614, 521434.67229999974 4244160.6746, 521031.32469999976 4244160.036599999, 520627.8093999997 4244159.841700001, 520224.4617999997 4244159.243899999, 519821.1135 4244159.0898, 519810.79679999966 4244559.4845, 519800.4809999997 4244959.8795, 519790.3326000003 4245360.2751, 519780.01740000024 4245761.093900001, 520189.7856999999 4245760.839400001))"
290,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,643.89,subsurface,Coal,Pueblo,6th Meridian,19S,66W,34.0,"POLYGON ((520189.7856999999 4245760.839400001, 520599.3875000002 4245760.6052, 521009.1551999999 4245760.8155000005, 521418.9238999998 4245760.623400001, 521422.81900000013 4245360.6357, 521426.71439999994 4244960.6481, 521430.7767000003 4244560.6614, 521434.67229999974 4244160.6746, 521031.32469999976 4244160.036599999, 520627.8093999997 4244159.841700001, 520224.4617999997 4244159.243899999, 519821.1135 4244159.0898, 519810.79679999966 4244559.4845, 519800.4809999997 4244959.8795, 519790.3326000003 4245360.2751, 519780.01740000024 4245761.093900001, 520189.7856999999 4245760.839400001))"
291,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,39.84,39.87,subsurface,Coal,Moffat,6th Meridian,5N,95W,24.0,"POLYGON ((245210.82959999982 4472688.5616999995, 245197.18460000027 4472286.6456, 244953.2377000004 4472294.931399999, 244966.8958999999 4472696.8477, 244975.70440000016 4472956.0393, 245219.79169999994 4472947.7477, 245210.82959999982 4472688.5616999995))"
292,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,39.84,39.87,subsurface,Oil & Gas,Moffat,6th Meridian,5N,95W,24.0,"POLYGON ((245210.82959999982 4472688.5616999995, 245197.18460000027 4472286.6456, 244953.2377000004 4472294.931399999, 244966.8958999999 4472696.8477, 244975.70440000016 4472956.0393, 245219.79169999994 4472947.7477, 245210.82959999982 4472688.5616999995))"
293,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,39.84,39.87,subsurface,Other Minerals,Moffat,6th Meridian,5N,95W,24.0,"POLYGON ((245210.82959999982 4472688.5616999995, 245197.18460000027 4472286.6456, 244953.2377000004 4472294.931399999, 244966.8958999999 4472696.8477, 244975.70440000016 4472956.0393, 245219.79169999994 4472947.7477, 245210.82959999982 4472688.5616999995))"
294,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,633.23,subsurface+surface,Other Minerals,Otero,6th Meridian,21S,54W,11.0,"POLYGON ((637281.8217000002 4232527.6874, 636880.5028999997 4232519.203500001, 636870.9276 4232917.9065000005, 636861.3448999999 4233317.0331999995, 636851.7620000001 4233716.1602, 636842.1787999999 4234115.2872, 637242.2429 4234124.175100001, 637642.2998000002 4234133.505999999, 638042.3568000002 4234142.8564, 638442.4209000003 4234151.8037, 638453.4256999996 4233752.275699999, 638464.4303000001 4233352.748199999, 638475.2677999996 4232953.217800001, 638486.2721999995 4232553.6908, 638084.7862999998 4232545.144099999, 637683.3076 4232536.1942, 637281.8217000002 4232527.6874))"
295,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,633.23,subsurface+surface,Coal,Otero,6th Meridian,21S,54W,11.0,"POLYGON ((637281.8217000002 4232527.6874, 636880.5028999997 4232519.203500001, 636870.9276 4232917.9065000005, 636861.3448999999 4233317.0331999995, 636851.7620000001 4233716.1602, 636842.1787999999 4234115.2872, 637242.2429 4234124.175100001, 637642.2998000002 4234133.505999999, 638042.3568000002 4234142.8564, 638442.4209000003 4234151.8037, 638453.4256999996 4233752.275699999, 638464.4303000001 4233352.748199999, 638475.2677999996 4232953.217800001, 638486.2721999995 4232553.6908, 638084.7862999998 4232545.144099999, 637683.3076 4232536.1942, 637281.8217000002 4232527.6874))"
296,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,633.23,subsurface+surface,Oil & Gas,Otero,6th Meridian,21S,54W,11.0,"POLYGON ((637281.8217000002 4232527.6874, 636880.5028999997 4232519.203500001, 636870.9276 4232917.9065000005, 636861.3448999999 4233317.0331999995, 636851.7620000001 4233716.1602, 636842.1787999999 4234115.2872, 637242.2429 4234124.175100001, 637642.2998000002 4234133.505999999, 638042.3568000002 4234142.8564, 638442.4209000003 4234151.8037, 638453.4256999996 4233752.275699999, 638464.4303000001 4233352.748199999, 638475.2677999996 4232953.217800001, 638486.2721999995 4232553.6908, 638084.7862999998 4232545.144099999, 637683.3076 4232536.1942, 637281.8217000002 4232527.6874))"
