,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,activity,county,meridian,township,range,section,geometry
297,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,163.08,subsurface+surface,Coal,Fremont,6th Meridian,18S,68W,21.0,"POLYGON ((499120.5292999996 4257013.034399999, 498712.1571000004 4257010.532500001, 498711.42169999983 4257419.428200001, 498710.65529999975 4257828.319, 499117.4746000003 4257821.9147, 499524.1281000003 4257815.954399999, 499526.6004999997 4257415.952500001, 499529.017 4257015.5622000005, 499120.5292999996 4257013.034399999))"
298,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,163.08,subsurface+surface,Other Minerals,Fremont,6th Meridian,18S,68W,21.0,"POLYGON ((499120.5292999996 4257013.034399999, 498712.1571000004 4257010.532500001, 498711.42169999983 4257419.428200001, 498710.65529999975 4257828.319, 499117.4746000003 4257821.9147, 499524.1281000003 4257815.954399999, 499526.6004999997 4257415.952500001, 499529.017 4257015.5622000005, 499120.5292999996 4257013.034399999))"
299,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,163.08,subsurface+surface,Oil & Gas,Fremont,6th Meridian,18S,68W,21.0,"POLYGON ((499120.5292999996 4257013.034399999, 498712.1571000004 4257010.532500001, 498711.42169999983 4257419.428200001, 498710.65529999975 4257828.319, 499117.4746000003 4257821.9147, 499524.1281000003 4257815.954399999, 499526.6004999997 4257415.952500001, 499529.017 4257015.5622000005, 499120.5292999996 4257013.034399999))"
300,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,250.22,427.5,subsurface,Oil & Gas,Pueblo,6th Meridian,20S,66W,26.0,"MULTIPOLYGON (((522247.3788999999 4236936.543099999, 522260.8136 4236534.866800001, 521837.70660000015 4236535.7455, 521414.59949999955 4236536.6217, 521415.0920000002 4236938.342, 521831.23429999966 4236937.4443, 522247.3788999999 4236936.543099999)), ((522247.3788999999 4236936.543099999, 522233.8713999996 4237340.4045, 521824.78589999955 4237340.332800001, 521415.70040000044 4237340.2663, 521416.3082999997 4237742.1877, 521818.3355999999 4237743.215500001, 522220.35610000044 4237744.2576, 522673.68790000025 4237744.255999999, 523126.9397 4237744.292099999, 523124.10699999984 4237339.484200001, 523121.27410000004 4236934.6525, 523121.49930000026 4236534.234300001, 523121.7082000002 4236133.9816, 522697.98450000025 4236133.4955, 522691.15490000043 4236534.5515, 522684.32629999984 4236935.5984000005, 522247.3788999999 4236936.543099999)))"
301,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,250.22,427.5,subsurface,Coal,Pueblo,6th Meridian,20S,66W,26.0,"MULTIPOLYGON (((522247.3788999999 4236936.543099999, 522260.8136 4236534.866800001, 521837.70660000015 4236535.7455, 521414.59949999955 4236536.6217, 521415.0920000002 4236938.342, 521831.23429999966 4236937.4443, 522247.3788999999 4236936.543099999)), ((522247.3788999999 4236936.543099999, 522233.8713999996 4237340.4045, 521824.78589999955 4237340.332800001, 521415.70040000044 4237340.2663, 521416.3082999997 4237742.1877, 521818.3355999999 4237743.215500001, 522220.35610000044 4237744.2576, 522673.68790000025 4237744.255999999, 523126.9397 4237744.292099999, 523124.10699999984 4237339.484200001, 523121.27410000004 4236934.6525, 523121.49930000026 4236534.234300001, 523121.7082000002 4236133.9816, 522697.98450000025 4236133.4955, 522691.15490000043 4236534.5515, 522684.32629999984 4236935.5984000005, 522247.3788999999 4236936.543099999)))"
302,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,250.22,427.5,subsurface,Other Minerals,Pueblo,6th Meridian,20S,66W,26.0,"MULTIPOLYGON (((522247.3788999999 4236936.543099999, 522260.8136 4236534.866800001, 521837.70660000015 4236535.7455, 521414.59949999955 4236536.6217, 521415.0920000002 4236938.342, 521831.23429999966 4236937.4443, 522247.3788999999 4236936.543099999)), ((522247.3788999999 4236936.543099999, 522233.8713999996 4237340.4045, 521824.78589999955 4237340.332800001, 521415.70040000044 4237340.2663, 521416.3082999997 4237742.1877, 521818.3355999999 4237743.215500001, 522220.35610000044 4237744.2576, 522673.68790000025 4237744.255999999, 523126.9397 4237744.292099999, 523124.10699999984 4237339.484200001, 523121.27410000004 4236934.6525, 523121.49930000026 4236534.234300001, 523121.7082000002 4236133.9816, 522697.98450000025 4236133.4955, 522691.15490000043 4236534.5515, 522684.32629999984 4236935.5984000005, 522247.3788999999 4236936.543099999)))"
303,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,647.42,635.15,subsurface,Other Minerals,Montezuma,New Mexico Meridian,37N,16W,4.0,"POLYGON ((179522.13019999955 4155020.675899999, 179141.6467000004 4155016.6931999996, 179135.68290000036 4155431.2339999992, 179129.7095999997 4155845.330499999, 179123.95139999967 4156259.6697000004, 179117.97279999964 4156693.8260999992, 179522.15979999956 4156679.42, 179926.35859999992 4156664.9187000003, 180330.5530000003 4156650.6098999996, 180734.78160000034 4156636.3199000005, 180716.34810000006 4156222.147399999, 180698.76360000018 4155825.6389000006, 180681.0016999999 4155429.3992, 180663.39890000038 4155032.7347, 180282.92200000025 4155028.6998999994, 180126.5739000002 4155027.0812, 179902.61149999965 4155024.675899999, 179522.13019999955 4155020.675899999))"
304,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,647.42,635.15,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,37N,16W,4.0,"POLYGON ((179522.13019999955 4155020.675899999, 179141.6467000004 4155016.6931999996, 179135.68290000036 4155431.2339999992, 179129.7095999997 4155845.330499999, 179123.95139999967 4156259.6697000004, 179117.97279999964 4156693.8260999992, 179522.15979999956 4156679.42, 179926.35859999992 4156664.9187000003, 180330.5530000003 4156650.6098999996, 180734.78160000034 4156636.3199000005, 180716.34810000006 4156222.147399999, 180698.76360000018 4155825.6389000006, 180681.0016999999 4155429.3992, 180663.39890000038 4155032.7347, 180282.92200000025 4155028.6998999994, 180126.5739000002 4155027.0812, 179902.61149999965 4155024.675899999, 179522.13019999955 4155020.675899999))"
305,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,647.42,635.15,subsurface,Coal,Montezuma,New Mexico Meridian,37N,16W,4.0,"POLYGON ((179522.13019999955 4155020.675899999, 179141.6467000004 4155016.6931999996, 179135.68290000036 4155431.2339999992, 179129.7095999997 4155845.330499999, 179123.95139999967 4156259.6697000004, 179117.97279999964 4156693.8260999992, 179522.15979999956 4156679.42, 179926.35859999992 4156664.9187000003, 180330.5530000003 4156650.6098999996, 180734.78160000034 4156636.3199000005, 180716.34810000006 4156222.147399999, 180698.76360000018 4155825.6389000006, 180681.0016999999 4155429.3992, 180663.39890000038 4155032.7347, 180282.92200000025 4155028.6998999994, 180126.5739000002 4155027.0812, 179902.61149999965 4155024.675899999, 179522.13019999955 4155020.675899999))"
306,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,49.04,48.95,subsurface+surface,Coal,Baca,6th Meridian,33S,50W,31.0,"POLYGON ((669903.9655999998 4110994.5483, 669904.1085000001 4111063.1457, 669904.6896000002 4111386.5856, 669904.9480999997 4111465.380999999, 670319.6173 4111472.5144999996, 670320.1705999998 4111394.4690000005, 670323.5137 4111070.7453000005, 670324.3027999997 4110994.2904000003, 669903.9655999998 4110994.5483))"
307,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,49.04,48.95,subsurface+surface,Other Minerals,Baca,6th Meridian,33S,50W,31.0,"POLYGON ((669903.9655999998 4110994.5483, 669904.1085000001 4111063.1457, 669904.6896000002 4111386.5856, 669904.9480999997 4111465.380999999, 670319.6173 4111472.5144999996, 670320.1705999998 4111394.4690000005, 670323.5137 4111070.7453000005, 670324.3027999997 4110994.2904000003, 669903.9655999998 4110994.5483))"
308,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,49.04,48.95,subsurface+surface,Oil & Gas,Baca,6th Meridian,33S,50W,31.0,"POLYGON ((669903.9655999998 4110994.5483, 669904.1085000001 4111063.1457, 669904.6896000002 4111386.5856, 669904.9480999997 4111465.380999999, 670319.6173 4111472.5144999996, 670320.1705999998 4111394.4690000005, 670323.5137 4111070.7453000005, 670324.3027999997 4110994.2904000003, 669903.9655999998 4110994.5483))"
309,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,80.86,subsurface,Oil & Gas,Pueblo,6th Meridian,20S,66W,33.0,"POLYGON ((519415.6429000003 4235725.6885, 519010.3032999998 4235724.785499999, 519003.92540000007 4236130.5439, 519405.6571000004 4236130.794, 519807.38680000044 4236131.0671999995, 519820.9824999999 4235726.590299999, 519415.6429000003 4235725.6885))"
310,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,80.86,subsurface,Other Minerals,Pueblo,6th Meridian,20S,66W,33.0,"POLYGON ((519415.6429000003 4235725.6885, 519010.3032999998 4235724.785499999, 519003.92540000007 4236130.5439, 519405.6571000004 4236130.794, 519807.38680000044 4236131.0671999995, 519820.9824999999 4235726.590299999, 519415.6429000003 4235725.6885))"
311,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,80.86,subsurface,Coal,Pueblo,6th Meridian,20S,66W,33.0,"POLYGON ((519415.6429000003 4235725.6885, 519010.3032999998 4235724.785499999, 519003.92540000007 4236130.5439, 519405.6571000004 4236130.794, 519807.38680000044 4236131.0671999995, 519820.9824999999 4235726.590299999, 519415.6429000003 4235725.6885))"
312,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,165.05,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,35N,16W,2.0,"POLYGON ((183378.3306 4135927.0924999993, 183362.8086000001 4135521.4634000007, 182947.66959999967 4135537.1855999995, 182532.4785000002 4135552.392999999, 182554.48589999974 4135957.4679000005, 182576.45820000023 4136362.4309, 182985.1643000003 4136347.777899999, 183393.8696999997 4136333.1450999994, 183378.3306 4135927.0924999993))"
313,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,165.05,subsurface,Other Minerals,Montezuma,New Mexico Meridian,35N,16W,2.0,"POLYGON ((183378.3306 4135927.0924999993, 183362.8086000001 4135521.4634000007, 182947.66959999967 4135537.1855999995, 182532.4785000002 4135552.392999999, 182554.48589999974 4135957.4679000005, 182576.45820000023 4136362.4309, 182985.1643000003 4136347.777899999, 183393.8696999997 4136333.1450999994, 183378.3306 4135927.0924999993))"
314,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,165.05,subsurface,Coal,Montezuma,New Mexico Meridian,35N,16W,2.0,"POLYGON ((183378.3306 4135927.0924999993, 183362.8086000001 4135521.4634000007, 182947.66959999967 4135537.1855999995, 182532.4785000002 4135552.392999999, 182554.48589999974 4135957.4679000005, 182576.45820000023 4136362.4309, 182985.1643000003 4136347.777899999, 183393.8696999997 4136333.1450999994, 183378.3306 4135927.0924999993))"
315,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,333.4,342.95,subsurface,Coal,Pueblo,6th Meridian,19S,66W,30.0,"POLYGON ((516577.1769000003 4246179.2689, 516579.3443 4245773.3506000005, 516167.2449000003 4245773.7841, 515755.1457000002 4245774.238299999, 515348.0466 4245774.300000001, 514871.26960000023 4245774.6194, 514870.87760000024 4246181.711100001, 514870.60809999984 4246588.6426, 515345.3320000004 4246587.832900001, 515752.39169999957 4246586.924699999, 516163.7846999997 4246585.6226, 516575.17700000014 4246584.764599999, 516577.1769000003 4246179.2689))"
316,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,333.4,342.95,subsurface,Other Minerals,Pueblo,6th Meridian,19S,66W,30.0,"POLYGON ((516577.1769000003 4246179.2689, 516579.3443 4245773.3506000005, 516167.2449000003 4245773.7841, 515755.1457000002 4245774.238299999, 515348.0466 4245774.300000001, 514871.26960000023 4245774.6194, 514870.87760000024 4246181.711100001, 514870.60809999984 4246588.6426, 515345.3320000004 4246587.832900001, 515752.39169999957 4246586.924699999, 516163.7846999997 4246585.6226, 516575.17700000014 4246584.764599999, 516577.1769000003 4246179.2689))"
317,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,333.4,342.95,subsurface,Oil & Gas,Pueblo,6th Meridian,19S,66W,30.0,"POLYGON ((516577.1769000003 4246179.2689, 516579.3443 4245773.3506000005, 516167.2449000003 4245773.7841, 515755.1457000002 4245774.238299999, 515348.0466 4245774.300000001, 514871.26960000023 4245774.6194, 514870.87760000024 4246181.711100001, 514870.60809999984 4246588.6426, 515345.3320000004 4246587.832900001, 515752.39169999957 4246586.924699999, 516163.7846999997 4246585.6226, 516575.17700000014 4246584.764599999, 516577.1769000003 4246179.2689))"
318,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,629.38,629.21,subsurface+surface,Oil & Gas,Bent,6th Meridian,21S,53W,7.0,"POLYGON ((640476.4847999997 4232597.6939, 640103.5031000003 4232592.0821, 640092.5566999996 4232993.305600001, 640081.7696000002 4233394.9552, 640070.9822000004 4233796.6051, 640060.0329999998 4234197.818399999, 640437.1919 4234205.9167, 640839.4780000001 4234214.6537, 641242.0542000001 4234223.442, 641644.6217 4234232.591, 641653.0209999997 4233828.7805, 641661.2603000002 4233424.544, 641669.4993000003 4233020.307700001, 641677.7301000003 4232616.4947, 641277.7092000004 4232609.932700001, 640877.5142999999 4232603.810699999, 640476.4847999997 4232597.6939))"
319,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,629.38,629.21,subsurface+surface,Other Minerals,Bent,6th Meridian,21S,53W,7.0,"POLYGON ((640476.4847999997 4232597.6939, 640103.5031000003 4232592.0821, 640092.5566999996 4232993.305600001, 640081.7696000002 4233394.9552, 640070.9822000004 4233796.6051, 640060.0329999998 4234197.818399999, 640437.1919 4234205.9167, 640839.4780000001 4234214.6537, 641242.0542000001 4234223.442, 641644.6217 4234232.591, 641653.0209999997 4233828.7805, 641661.2603000002 4233424.544, 641669.4993000003 4233020.307700001, 641677.7301000003 4232616.4947, 641277.7092000004 4232609.932700001, 640877.5142999999 4232603.810699999, 640476.4847999997 4232597.6939))"
320,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,629.38,629.21,subsurface+surface,Coal,Bent,6th Meridian,21S,53W,7.0,"POLYGON ((640476.4847999997 4232597.6939, 640103.5031000003 4232592.0821, 640092.5566999996 4232993.305600001, 640081.7696000002 4233394.9552, 640070.9822000004 4233796.6051, 640060.0329999998 4234197.818399999, 640437.1919 4234205.9167, 640839.4780000001 4234214.6537, 641242.0542000001 4234223.442, 641644.6217 4234232.591, 641653.0209999997 4233828.7805, 641661.2603000002 4233424.544, 641669.4993000003 4233020.307700001, 641677.7301000003 4232616.4947, 641277.7092000004 4232609.932700001, 640877.5142999999 4232603.810699999, 640476.4847999997 4232597.6939))"
321,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,160.88,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,37N,17W,25.0,"POLYGON ((175725.08270000014 4148625.2639000006, 175724.82610000018 4148618.3452000003, 175320.48929999955 4148635.0402000006, 174916.13989999983 4148651.6568, 174930.65560000017 4149053.967599999, 174945.00409999955 4149456.285, 175349.34729999956 4149440.5140000004, 175753.62629999965 4149424.6282, 175739.7686999999 4149037.1165999994, 175739.18510000035 4149021.487299999, 175725.08270000014 4148625.2639000006))"
322,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,160.88,subsurface,Coal,Montezuma,New Mexico Meridian,37N,17W,25.0,"POLYGON ((175725.08270000014 4148625.2639000006, 175724.82610000018 4148618.3452000003, 175320.48929999955 4148635.0402000006, 174916.13989999983 4148651.6568, 174930.65560000017 4149053.967599999, 174945.00409999955 4149456.285, 175349.34729999956 4149440.5140000004, 175753.62629999965 4149424.6282, 175739.7686999999 4149037.1165999994, 175739.18510000035 4149021.487299999, 175725.08270000014 4148625.2639000006))"
